timestamp,city,category,item_name,item_id,tier,enchant,observed_price,raw_text,confidence,error
2026-04-25T14:32:16.179558+00:00,Caerleon,weapons,Expert's Arcane Staff,T5_MAIN_ARCANESTAFF,5,0,25071,"25,071",0.8,
2026-04-25T14:32:19.278686+00:00,Caerleon,weapons,Expert's Arcane Staff,T5_MAIN_ARCANESTAFF@1,5,1,55553,"55,553",0.8,
2026-04-25T14:32:22.277537+00:00,Caerleon,weapons,Expert's Arcane Staff,T5_MAIN_ARCANESTAFF@2,5,2,1,1,0.52,
2026-04-25T14:32:25.315652+00:00,Caerleon,weapons,Expert's Arcane Staff,T5_MAIN_ARCANESTAFF@3,5,3,1,1,0.52,
2026-04-25T14:32:28.394271+00:00,Caerleon,weapons,Expert's Arcane Staff,T5_MAIN_ARCANESTAFF@4,5,4,1,1,0.52,
2026-04-25T14:32:31.531518+00:00,Caerleon,weapons,Master's Arcane Staff,T6_MAIN_ARCANESTAFF,6,0,45983,"45,983",0.8,
2026-04-25T14:32:34.647012+00:00,Caerleon,weapons,Master's Arcane Staff,T6_MAIN_ARCANESTAFF@1,6,1,135987,"135,987",0.87,
2026-04-25T14:32:37.754175+00:00,Caerleon,weapons,Master's Arcane Staff,T6_MAIN_ARCANESTAFF@2,6,2,699999,"699,999",0.87,
2026-04-25T14:32:40.754563+00:00,Caerleon,weapons,Master's Arcane Staff,T6_MAIN_ARCANESTAFF@3,6,3,1,1,0.52,
2026-04-25T14:32:43.778244+00:00,Caerleon,weapons,Master's Arcane Staff,T6_MAIN_ARCANESTAFF@4,6,4,1,1,0.52,
2026-04-25T14:32:46.791523+00:00,Caerleon,weapons,Grandmaster's Arcane Staff,T7_MAIN_ARCANESTAFF,7,0,165992,"165,992",0.87,
2026-04-25T14:32:49.877694+00:00,Caerleon,weapons,Grandmaster's Arcane Staff,T7_MAIN_ARCANESTAFF@1,7,1,450212,"450,212",0.87,
2026-04-25T14:32:52.978744+00:00,Caerleon,weapons,Grandmaster's Arcane Staff,T7_MAIN_ARCANESTAFF@2,7,2,1,1,0.52,
2026-04-25T14:32:56.028884+00:00,Caerleon,weapons,Grandmaster's Arcane Staff,T7_MAIN_ARCANESTAFF@3,7,3,1,1,0.52,
2026-04-25T14:32:59.122925+00:00,Caerleon,weapons,Grandmaster's Arcane Staff,T7_MAIN_ARCANESTAFF@4,7,4,1,1,0.52,
2026-04-25T14:33:07.174332+00:00,Caerleon,weapons,Elder's Arcane Staff,T8_MAIN_ARCANESTAFF,8,0,499988,"499,988",0.87,
2026-04-25T14:33:10.312337+00:00,Caerleon,weapons,Elder's Arcane Staff,T8_MAIN_ARCANESTAFF@1,8,1,1699999,"1,699,999",0.94,
2026-04-25T14:33:13.414715+00:00,Caerleon,weapons,Elder's Arcane Staff,T8_MAIN_ARCANESTAFF@2,8,2,1,1,0.52,
2026-04-25T14:33:16.428956+00:00,Caerleon,weapons,Elder's Arcane Staff,T8_MAIN_ARCANESTAFF@3,8,3,1,1,0.52,
2026-04-25T14:33:19.504736+00:00,Caerleon,weapons,Elder's Arcane Staff,T8_MAIN_ARCANESTAFF@4,8,4,1,1,0.52,
2026-04-25T14:33:22.549906+00:00,Caerleon,weapons,Adept's Arclight Blasters,T4_2H_DUALCROSSBOW_CRYSTAL,4,0,1,1,0.52,
2026-04-25T14:33:25.643467+00:00,Caerleon,weapons,Adept's Arclight Blasters,T4_2H_DUALCROSSBOW_CRYSTAL@1,4,1,349999,"349,999",0.87,
2026-04-25T14:33:28.737012+00:00,Caerleon,weapons,Adept's Arclight Blasters,T4_2H_DUALCROSSBOW_CRYSTAL@2,4,2,328000,"328,000",0.87,
2026-04-25T14:33:31.766932+00:00,Caerleon,weapons,Adept's Arclight Blasters,T4_2H_DUALCROSSBOW_CRYSTAL@3,4,3,549969,"549,969",0.87,
2026-04-25T14:33:34.837041+00:00,Caerleon,weapons,Adept's Arclight Blasters,T4_2H_DUALCROSSBOW_CRYSTAL@4,4,4,1,1,0.52,
2026-04-25T14:33:37.972705+00:00,Caerleon,weapons,Expert's Arclight Blasters,T5_2H_DUALCROSSBOW_CRYSTAL,5,0,1,1,0.52,
2026-04-25T14:33:41.058493+00:00,Caerleon,weapons,Expert's Arclight Blasters,T5_2H_DUALCROSSBOW_CRYSTAL@1,5,1,1,1,0.52,
2026-04-25T14:33:44.136282+00:00,Caerleon,weapons,Expert's Arclight Blasters,T5_2H_DUALCROSSBOW_CRYSTAL@2,5,2,1,1,0.52,
2026-04-25T14:33:47.193667+00:00,Caerleon,weapons,Expert's Arclight Blasters,T5_2H_DUALCROSSBOW_CRYSTAL@3,5,3,1400000,"1,400,000",0.94,
2026-04-25T14:33:50.269966+00:00,Caerleon,weapons,Expert's Arclight Blasters,T5_2H_DUALCROSSBOW_CRYSTAL@4,5,4,1,1,0.52,
2026-04-25T14:33:53.439846+00:00,Caerleon,weapons,Master's Arclight Blasters,T6_2H_DUALCROSSBOW_CRYSTAL,6,0,1,1,0.52,
2026-04-25T14:33:56.518440+00:00,Caerleon,weapons,Master's Arclight Blasters,T6_2H_DUALCROSSBOW_CRYSTAL@1,6,1,1,1,0.52,
2026-04-25T14:33:59.609352+00:00,Caerleon,weapons,Master's Arclight Blasters,T6_2H_DUALCROSSBOW_CRYSTAL@2,6,2,1,1,0.52,
2026-04-25T14:34:02.703094+00:00,Caerleon,weapons,Master's Arclight Blasters,T6_2H_DUALCROSSBOW_CRYSTAL@3,6,3,1,1,0.52,
2026-04-25T14:34:05.733178+00:00,Caerleon,weapons,Master's Arclight Blasters,T6_2H_DUALCROSSBOW_CRYSTAL@4,6,4,1,1,0.52,
2026-04-25T14:34:13.832033+00:00,Caerleon,weapons,Grandmaster's Arclight Blasters,T7_2H_DUALCROSSBOW_CRYSTAL,7,0,1,1,0.52,
2026-04-25T14:34:16.958598+00:00,Caerleon,weapons,Grandmaster's Arclight Blasters,T7_2H_DUALCROSSBOW_CRYSTAL@1,7,1,1,1,0.52,
2026-04-25T14:34:19.997179+00:00,Caerleon,weapons,Grandmaster's Arclight Blasters,T7_2H_DUALCROSSBOW_CRYSTAL@2,7,2,1,1,0.52,
2026-04-25T14:34:23.100705+00:00,Caerleon,weapons,Grandmaster's Arclight Blasters,T7_2H_DUALCROSSBOW_CRYSTAL@3,7,3,1,1,0.52,
2026-04-25T14:34:26.221889+00:00,Caerleon,weapons,Grandmaster's Arclight Blasters,T7_2H_DUALCROSSBOW_CRYSTAL@4,7,4,1,1,0.52,
2026-04-25T14:34:29.295863+00:00,Caerleon,weapons,Elder's Arclight Blasters,T8_2H_DUALCROSSBOW_CRYSTAL,8,0,1,1,0.52,
2026-04-25T14:34:32.316233+00:00,Caerleon,weapons,Elder's Arclight Blasters,T8_2H_DUALCROSSBOW_CRYSTAL@1,8,1,1,1,0.52,
2026-04-25T14:34:35.392255+00:00,Caerleon,weapons,Elder's Arclight Blasters,T8_2H_DUALCROSSBOW_CRYSTAL@2,8,2,1,1,0.52,
2026-04-25T14:34:38.432243+00:00,Caerleon,weapons,Elder's Arclight Blasters,T8_2H_DUALCROSSBOW_CRYSTAL@3,8,3,1,1,0.52,
2026-04-25T14:34:41.516084+00:00,Caerleon,weapons,Elder's Arclight Blasters,T8_2H_DUALCROSSBOW_CRYSTAL@4,8,4,1,1,0.52,
2026-04-25T14:34:44.623856+00:00,Caerleon,weapons,Adept's Arctic Staff,T4_2H_FROSTSTAFF_CRYSTAL,4,0,350000,"350,000",0.87,
2026-04-25T14:34:47.709353+00:00,Caerleon,weapons,Adept's Arctic Staff,T4_2H_FROSTSTAFF_CRYSTAL@1,4,1,369999,"369,999",0.87,
2026-04-25T14:34:50.702515+00:00,Caerleon,weapons,Adept's Arctic Staff,T4_2H_FROSTSTAFF_CRYSTAL@2,4,2,1,1,0.52,
2026-04-25T14:34:53.801375+00:00,Caerleon,weapons,Adept's Arctic Staff,T4_2H_FROSTSTAFF_CRYSTAL@3,4,3,549999,"549,999",0.87,
2026-04-25T14:34:56.896669+00:00,Caerleon,weapons,Adept's Arctic Staff,T4_2H_FROSTSTAFF_CRYSTAL@4,4,4,1,1,0.52,
2026-04-25T14:34:59.946382+00:00,Caerleon,weapons,Expert's Arctic Staff,T5_2H_FROSTSTAFF_CRYSTAL,5,0,1,1,0.52,
2026-04-25T14:35:03.006696+00:00,Caerleon,weapons,Expert's Arctic Staff,T5_2H_FROSTSTAFF_CRYSTAL@1,5,1,888888,"888,888",0.87,
2026-04-25T14:35:06.108035+00:00,Caerleon,weapons,Expert's Arctic Staff,T5_2H_FROSTSTAFF_CRYSTAL@2,5,2,1,1,0.52,
2026-04-25T14:35:09.139115+00:00,Caerleon,weapons,Expert's Arctic Staff,T5_2H_FROSTSTAFF_CRYSTAL@3,5,3,1399999,"1,399,999",0.94,
2026-04-25T14:35:12.254465+00:00,Caerleon,weapons,Expert's Arctic Staff,T5_2H_FROSTSTAFF_CRYSTAL@4,5,4,1,1,0.52,
2026-04-25T14:35:20.267534+00:00,Caerleon,weapons,Master's Arctic Staff,T6_2H_FROSTSTAFF_CRYSTAL,6,0,1,1,0.52,
2026-04-25T14:35:23.333571+00:00,Caerleon,weapons,Master's Arctic Staff,T6_2H_FROSTSTAFF_CRYSTAL@1,6,1,2499999,"2,499,999",0.94,
2026-04-25T14:35:26.406410+00:00,Caerleon,weapons,Master's Arctic Staff,T6_2H_FROSTSTAFF_CRYSTAL@2,6,2,1,1,0.52,
2026-04-25T14:35:29.539469+00:00,Caerleon,weapons,Master's Arctic Staff,T6_2H_FROSTSTAFF_CRYSTAL@3,6,3,1,1,0.52,
2026-04-25T14:35:32.641943+00:00,Caerleon,weapons,Master's Arctic Staff,T6_2H_FROSTSTAFF_CRYSTAL@4,6,4,1,1,0.52,
2026-04-25T14:35:35.741877+00:00,Caerleon,weapons,Grandmaster's Arctic Staff,T7_2H_FROSTSTAFF_CRYSTAL,7,0,1,1,0.52,
2026-04-25T14:35:38.789896+00:00,Caerleon,weapons,Grandmaster's Arctic Staff,T7_2H_FROSTSTAFF_CRYSTAL@1,7,1,1,1,0.52,
2026-04-25T14:35:41.881396+00:00,Caerleon,weapons,Grandmaster's Arctic Staff,T7_2H_FROSTSTAFF_CRYSTAL@2,7,2,1,1,0.52,
2026-04-25T14:35:44.961625+00:00,Caerleon,weapons,Grandmaster's Arctic Staff,T7_2H_FROSTSTAFF_CRYSTAL@3,7,3,1,1,0.52,
2026-04-25T14:35:48.088625+00:00,Caerleon,weapons,Grandmaster's Arctic Staff,T7_2H_FROSTSTAFF_CRYSTAL@4,7,4,1,1,0.52,
2026-04-25T14:35:51.156529+00:00,Caerleon,weapons,Elder's Arctic Staff,T8_2H_FROSTSTAFF_CRYSTAL,8,0,1,1,0.52,
2026-04-25T14:35:54.288384+00:00,Caerleon,weapons,Elder's Arctic Staff,T8_2H_FROSTSTAFF_CRYSTAL@1,8,1,1,1,0.52,
2026-04-25T14:35:57.442694+00:00,Caerleon,weapons,Elder's Arctic Staff,T8_2H_FROSTSTAFF_CRYSTAL@2,8,2,1,1,0.52,
2026-04-25T14:36:00.449845+00:00,Caerleon,weapons,Elder's Arctic Staff,T8_2H_FROSTSTAFF_CRYSTAL@3,8,3,1,1,0.52,
2026-04-25T14:36:03.580750+00:00,Caerleon,weapons,Elder's Arctic Staff,T8_2H_FROSTSTAFF_CRYSTAL@4,8,4,1,1,0.52,
2026-04-25T14:36:06.700174+00:00,Caerleon,weapons,Adept's Astral Staff,T4_2H_ARCANESTAFF_CRYSTAL,4,0,1,1,0.52,
2026-04-25T14:36:09.730665+00:00,Caerleon,weapons,Adept's Astral Staff,T4_2H_ARCANESTAFF_CRYSTAL@1,4,1,1,1,0.52,
2026-04-25T14:36:12.793395+00:00,Caerleon,weapons,Adept's Astral Staff,T4_2H_ARCANESTAFF_CRYSTAL@2,4,2,1,1,0.52,
2026-04-25T14:36:15.908971+00:00,Caerleon,weapons,Adept's Astral Staff,T4_2H_ARCANESTAFF_CRYSTAL@3,4,3,61,61,0.59,
2026-04-25T14:36:19.018966+00:00,Caerleon,weapons,Adept's Astral Staff,T4_2H_ARCANESTAFF_CRYSTAL@4,4,4,1,1,0.52,
2026-04-25T14:36:27.085066+00:00,Caerleon,weapons,Expert's Astral Staff,T5_2H_ARCANESTAFF_CRYSTAL,5,0,1,1,0.52,
2026-04-25T14:36:30.143511+00:00,Caerleon,weapons,Expert's Astral Staff,T5_2H_ARCANESTAFF_CRYSTAL@1,5,1,1,1,0.52,
2026-04-25T14:36:33.228563+00:00,Caerleon,weapons,Expert's Astral Staff,T5_2H_ARCANESTAFF_CRYSTAL@2,5,2,1,1,0.52,
2026-04-25T14:36:36.249727+00:00,Caerleon,weapons,Expert's Astral Staff,T5_2H_ARCANESTAFF_CRYSTAL@3,5,3,1,1,0.52,
2026-04-25T14:36:39.255439+00:00,Caerleon,weapons,Expert's Astral Staff,T5_2H_ARCANESTAFF_CRYSTAL@4,5,4,1,1,0.52,
2026-04-25T14:36:42.245098+00:00,Caerleon,weapons,Master's Astral Staff,T6_2H_ARCANESTAFF_CRYSTAL,6,0,1,1,0.52,
2026-04-25T14:36:45.300925+00:00,Caerleon,weapons,Master's Astral Staff,T6_2H_ARCANESTAFF_CRYSTAL@1,6,1,1,1,0.52,
2026-04-25T14:36:48.313040+00:00,Caerleon,weapons,Master's Astral Staff,T6_2H_ARCANESTAFF_CRYSTAL@2,6,2,1,1,0.52,
2026-04-25T14:36:51.347805+00:00,Caerleon,weapons,Master's Astral Staff,T6_2H_ARCANESTAFF_CRYSTAL@3,6,3,1,1,0.52,
2026-04-25T14:36:54.433952+00:00,Caerleon,weapons,Master's Astral Staff,T6_2H_ARCANESTAFF_CRYSTAL@4,6,4,1,1,0.52,
2026-04-25T14:36:57.441504+00:00,Caerleon,weapons,Grandmaster's Astral Staff,T7_2H_ARCANESTAFF_CRYSTAL,7,0,1,1,0.52,
2026-04-25T14:37:00.520108+00:00,Caerleon,weapons,Grandmaster's Astral Staff,T7_2H_ARCANESTAFF_CRYSTAL@1,7,1,1,1,0.52,
2026-04-25T14:37:03.633551+00:00,Caerleon,weapons,Grandmaster's Astral Staff,T7_2H_ARCANESTAFF_CRYSTAL@2,7,2,1,1,0.52,
2026-04-25T14:37:06.745696+00:00,Caerleon,weapons,Grandmaster's Astral Staff,T7_2H_ARCANESTAFF_CRYSTAL@3,7,3,1,1,0.52,
2026-04-25T14:37:09.761675+00:00,Caerleon,weapons,Grandmaster's Astral Staff,T7_2H_ARCANESTAFF_CRYSTAL@4,7,4,1,1,0.52,
2026-04-25T14:37:12.841199+00:00,Caerleon,weapons,Elder's Astral Staff,T8_2H_ARCANESTAFF_CRYSTAL,8,0,1,1,0.52,
2026-04-25T14:37:15.880588+00:00,Caerleon,weapons,Elder's Astral Staff,T8_2H_ARCANESTAFF_CRYSTAL@1,8,1,1,1,0.52,
2026-04-25T14:37:18.930628+00:00,Caerleon,weapons,Elder's Astral Staff,T8_2H_ARCANESTAFF_CRYSTAL@2,8,2,1,1,0.52,
2026-04-25T14:37:21.926760+00:00,Caerleon,weapons,Elder's Astral Staff,T8_2H_ARCANESTAFF_CRYSTAL@3,8,3,1,1,0.52,
2026-04-25T14:37:24.939498+00:00,Caerleon,weapons,Elder's Astral Staff,T8_2H_ARCANESTAFF_CRYSTAL@4,8,4,1,1,0.52,
2026-04-25T14:37:32.961140+00:00,Caerleon,weapons,Adept's Battle Bracers,T4_2H_KNUCKLES_SET2,4,0,26979,"26,979",0.8,
2026-04-25T14:37:36.068635+00:00,Caerleon,weapons,Adept's Battle Bracers,T4_2H_KNUCKLES_SET2@1,4,1,27936,"27,936",0.8,
2026-04-25T14:37:39.158086+00:00,Caerleon,weapons,Adept's Battle Bracers,T4_2H_KNUCKLES_SET2@2,4,2,139987,"139,987",0.87,
2026-04-25T14:37:42.215362+00:00,Caerleon,weapons,Adept's Battle Bracers,T4_2H_KNUCKLES_SET2@3,4,3,421661,"421,661",0.87,
2026-04-25T14:37:45.274773+00:00,Caerleon,weapons,Adept's Battle Bracers,T4_2H_KNUCKLES_SET2@4,4,4,1,1,0.52,
2026-04-25T14:37:48.400990+00:00,Caerleon,weapons,Expert's Battle Bracers,T5_2H_KNUCKLES_SET2,5,0,40000,"40,000",0.8,
2026-04-25T14:37:51.448814+00:00,Caerleon,weapons,Expert's Battle Bracers,T5_2H_KNUCKLES_SET2@1,5,1,100979,"100,979",0.87,
2026-04-25T14:37:54.550558+00:00,Caerleon,weapons,Expert's Battle Bracers,T5_2H_KNUCKLES_SET2@2,5,2,339999,"339,999",0.87,
2026-04-25T14:37:57.661658+00:00,Caerleon,weapons,Expert's Battle Bracers,T5_2H_KNUCKLES_SET2@3,5,3,1,1,0.52,
2026-04-25T14:38:00.728119+00:00,Caerleon,weapons,Expert's Battle Bracers,T5_2H_KNUCKLES_SET2@4,5,4,1,1,0.52,
2026-04-25T14:38:03.759559+00:00,Caerleon,weapons,Master's Battle Bracers,T6_2H_KNUCKLES_SET2,6,0,1,1,0.52,
2026-04-25T14:38:06.797363+00:00,Caerleon,weapons,Master's Battle Bracers,T6_2H_KNUCKLES_SET2@1,6,1,299999,"299,999",0.87,
2026-04-25T14:38:09.885822+00:00,Caerleon,weapons,Master's Battle Bracers,T6_2H_KNUCKLES_SET2@2,6,2,777777,"777,777",0.87,
2026-04-25T14:38:12.944534+00:00,Caerleon,weapons,Master's Battle Bracers,T6_2H_KNUCKLES_SET2@3,6,3,1,1,0.52,
2026-04-25T14:38:15.990640+00:00,Caerleon,weapons,Master's Battle Bracers,T6_2H_KNUCKLES_SET2@4,6,4,1,1,0.52,
2026-04-25T14:38:19.035252+00:00,Caerleon,weapons,Grandmaster's Battle Bracers,T7_2H_KNUCKLES_SET2,7,0,334332,"334,332",0.87,
2026-04-25T14:38:22.087514+00:00,Caerleon,weapons,Grandmaster's Battle Bracers,T7_2H_KNUCKLES_SET2@1,7,1,1,1,0.52,
2026-04-25T14:38:25.135632+00:00,Caerleon,weapons,Grandmaster's Battle Bracers,T7_2H_KNUCKLES_SET2@2,7,2,1,1,0.52,
2026-04-25T14:38:28.230207+00:00,Caerleon,weapons,Grandmaster's Battle Bracers,T7_2H_KNUCKLES_SET2@3,7,3,1,1,0.52,
2026-04-25T14:38:31.316187+00:00,Caerleon,weapons,Grandmaster's Battle Bracers,T7_2H_KNUCKLES_SET2@4,7,4,1,1,0.52,
2026-04-25T14:38:39.435148+00:00,Caerleon,weapons,Elder's Battle Bracers,T8_2H_KNUCKLES_SET2,8,0,999999,"999,999",0.87,
2026-04-25T14:38:42.514053+00:00,Caerleon,weapons,Elder's Battle Bracers,T8_2H_KNUCKLES_SET2@1,8,1,1,1,0.52,
2026-04-25T14:38:45.616720+00:00,Caerleon,weapons,Elder's Battle Bracers,T8_2H_KNUCKLES_SET2@2,8,2,1,1,0.52,
2026-04-25T14:38:48.724436+00:00,Caerleon,weapons,Elder's Battle Bracers,T8_2H_KNUCKLES_SET2@3,8,3,1,1,0.52,
2026-04-25T14:38:51.854082+00:00,Caerleon,weapons,Elder's Battle Bracers,T8_2H_KNUCKLES_SET2@4,8,4,1,1,0.52,
2026-04-25T14:38:54.923958+00:00,Caerleon,weapons,Adept's Battleaxe,T4_MAIN_AXE,4,0,15549,"15,549",0.8,
2026-04-25T14:38:57.992442+00:00,Caerleon,weapons,Adept's Battleaxe,T4_MAIN_AXE@1,4,1,23885,"23,885",0.8,
2026-04-25T14:39:01.070207+00:00,Caerleon,weapons,Adept's Battleaxe,T4_MAIN_AXE@2,4,2,42999,"42,999",0.8,
2026-04-25T14:39:04.121882+00:00,Caerleon,weapons,Adept's Battleaxe,T4_MAIN_AXE@3,4,3,189981,"189,981",0.87,
2026-04-25T14:39:07.156662+00:00,Caerleon,weapons,Adept's Battleaxe,T4_MAIN_AXE@4,4,4,1,1,0.52,
2026-04-25T14:39:10.257716+00:00,Caerleon,weapons,Expert's Battleaxe,T5_MAIN_AXE,5,0,32218,"32,218",0.8,
2026-04-25T14:39:13.293876+00:00,Caerleon,weapons,Expert's Battleaxe,T5_MAIN_AXE@1,5,1,34986,"34,986",0.8,
2026-04-25T14:39:16.384035+00:00,Caerleon,weapons,Expert's Battleaxe,T5_MAIN_AXE@2,5,2,192992,"192,992",0.87,
2026-04-25T14:39:19.536161+00:00,Caerleon,weapons,Expert's Battleaxe,T5_MAIN_AXE@3,5,3,1,1,0.52,
2026-04-25T14:39:22.571332+00:00,Caerleon,weapons,Expert's Battleaxe,T5_MAIN_AXE@4,5,4,1,1,0.52,
